timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
13,117.3,217.13,1.87,14.55,0,0.37,0.0
2,140.52,230.05,3.1,19.27,2,1.9,0.0
17,179.5,225.57,2.4,10.51,2,1.71,0.0
0,107.03,221.96,2.9,20.67,0,3.04,0.0
10,164.73,234.39,3.59,29.11,1,0.09,0.0
11,79.37,210.23,8.02110363438892,27.96,2,1.22,1.0
20,59.04,238.03,1.76,12.03,2,2.43,0.0
1,88.52,218.55,1.54,26.06,2,2.7,0.0
19,96.7,228.31,3.58,15.45,0,2.07,0.0
0,68.28,215.43,3.41,13.63,1,2.63,0.0
12,170.9,226.51,0.22,22.66,1,4.76,0.0
12,140.24,234.58,4.42,14.56,1,1.06,0.0
20,167.08,218.24,4.11,18.47,2,3.34,0.0
7,64.33,228.72,2.26,21.73,1,0.84,0.0
15,160.53,235.88,1.08,11.91,0,0.12,0.0
3,146.3,228.21,2.73,14.64,1,1.95,0.0
0,139.17,224.9,4.94,12.73,1,3.48,0.0
8,110.65,222.85,3.59,23.85,0,4.96,0.0
17,69.26,213.12,3.62,21.57,1,1.37,0.0
20,61.91,212.57,4.47,13.84,2,1.62,0.0
18,84.0,220.65,0.35,20.38,1,0.34,0.0
6,98.65,219.99,3.35,29.88,1,3.31,0.0
11,76.3,230.7,1.0,20.72,0,0.48,0.0
16,117.56,232.68,6.521533458438358,23.3,2,3.98,1.0
6,85.2,221.98,0.76,29.85,0,4.64,0.0
14,130.99,235.26,2.6,22.47,2,0.45,0.0
8,95.47,217.89,1.8,11.75,1,4.68,0.0
15,133.07,219.17,1.98,18.94,1,3.0,0.0
23,127.35,237.58,2.48,29.84,0,4.26,0.0
9,81.28,237.92,0.58,26.35,2,1.9,0.0
3,110.45,215.21,3.47,16.92,1,4.88,0.0
4,146.15,234.67,0.66,27.24,1,4.61,0.0
7,71.96,221.03,0.34,10.52,1,0.68,0.0
10,194.47,226.49,4.83,18.65,2,1.56,0.0
2,125.92,223.19,0.53,22.82,2,1.08,0.0
11,142.94,229.51,0.76,11.23,1,3.9,0.0
17,118.97,211.74,4.97,11.16,0,3.48,0.0
17,197.55,217.18,0.71,12.43,2,1.52,0.0
10,65.16,230.76,4.751910808518056,20.19,0,4.98,1.0
21,142.28,219.19,3.12,20.54,1,2.13,0.0
18,69.61,236.6,2.25,13.89,2,1.84,0.0
22,122.2,210.58,1.3,25.21,0,0.69,0.0
23,130.3,216.46,0.06,14.82,0,4.88,0.0
10,170.23,238.79,2.44,12.19,0,2.74,0.0
5,118.16,235.33,0.49,19.76,2,0.75,0.0
1,98.7,232.12,2.38,17.52,1,1.97,0.0
22,118.92,233.55,4.46,29.11,1,3.93,0.0
21,185.26,223.84,3.19,23.19,2,4.48,0.0
23,145.5,228.42,0.33,20.37,2,0.75,0.0
22,160.62,225.37,3.4,10.83,1,0.42,0.0
15,102.99,218.9,1.75,25.49,1,3.31,0.0
0,77.78,215.22,0.49,23.21,0,3.82,0.0
5,89.76,210.63,0.41,29.36,2,1.48,0.0
5,166.2,229.32,2.65,10.84,0,4.84,0.0
19,169.81,218.78,4.9,22.04,1,2.91,0.0
4,86.1,213.65,0.99,27.74,1,3.23,0.0
12,92.89,234.48,4.31,26.93,1,4.59,0.0
13,87.84,232.65,2.3,26.84,0,3.64,0.0
11,56.48,214.94,0.66,24.52,1,4.09,0.0
2,164.17,214.8,2.31,10.19,1,1.23,0.0
7,158.97,239.75,0.5,18.03,0,4.0,0.0
12,80.37,238.74,1.84,16.54,2,0.74,0.0
3,95.84,236.3,4.98,17.37,2,2.24,0.0
6,158.31,236.59,2.97,17.83,2,2.06,0.0
15,154.34,210.1,3.1,17.11,2,3.97,0.0
10,63.95,227.65,2.4,22.85,1,0.32,0.0
8,137.0,226.84,2.8,22.07,2,3.38,0.0
10,100.14,233.55,3.54,25.77,2,2.59,0.0
10,116.03,214.42,1.64,18.68,0,0.44,0.0
20,83.09,227.95,3.68,29.97,2,4.67,0.0
23,146.38,222.64,6.409714669088865,25.71,2,0.59,1.0
0,175.97,221.51,2.86,21.76,0,0.92,0.0
21,104.34,220.04,0.13,10.48,2,4.16,0.0
23,90.96,225.54,1.49,28.81,0,1.3,0.0
9,114.45,236.18,4.21,13.72,1,4.01,0.0
18,118.73,224.49,0.67,11.61,1,3.64,0.0
19,124.47,223.11,3.65,25.31,1,0.79,0.0
14,141.53,214.06,3.76,23.14,2,4.78,0.0
7,60.34,211.71,1.41,15.23,0,1.23,0.0
5,185.94,217.49,1.36,25.19,0,2.25,0.0
14,166.51,211.96,2.44,10.67,2,0.31,0.0
8,185.97,214.18,2.66,18.22,2,1.74,0.0
1,184.98,210.65,8.130467386099275,29.27,2,2.8,1.0
14,57.84,222.56,1.3,24.62,1,4.91,0.0
2,88.48,229.63,0.99,21.31,1,2.32,0.0
9,195.8,228.26,1.75,12.28,2,0.76,0.0
9,179.02,231.68,0.34,24.16,2,2.72,0.0
22,62.26,223.75,2.42,13.32,0,4.73,0.0
18,177.5,230.07,2.31,18.24,1,3.25,0.0
8,131.81,211.87,2.56,26.13,2,2.3,0.0
6,57.79,233.59,1.01,15.17,0,0.82,0.0
18,180.59,217.16,2.26,29.7,0,3.86,0.0
2,54.08,211.96,2.32,28.18,2,2.69,0.0
11,124.67,213.16,3.28,26.44,2,1.9,0.0
10,136.64,229.04,3.99,17.92,1,4.58,0.0
16,129.95,214.74,8.051537770996259,25.87,2,1.58,1.0
4,185.92,218.31,4.92,12.81,1,1.01,0.0
10,62.52,236.47,4.02,20.1,2,4.84,0.0
8,183.54,212.38,3.66,13.75,2,4.29,0.0
14,117.55,232.46,3.26,22.42,0,1.76,0.0
4,81.9,211.0,1.52,23.06,0,4.69,0.0
2,132.0,221.41,4.88,12.21,1,2.11,0.0
8,56.3,232.2,4.59,15.6,1,4.29,0.0
21,93.83,237.32,3.77,26.1,0,0.09,0.0
22,194.42,231.8,1.52,26.59,2,1.41,0.0
21,180.91,213.38,3.52,20.81,2,0.48,0.0
14,86.28,210.37,2.34,16.03,1,2.99,0.0
6,150.17,227.8,4.46,13.71,0,0.39,0.0
11,128.22,211.91,4.16,21.98,2,0.57,0.0
13,64.08,237.29,3.35,26.59,1,4.39,0.0
1,140.29,236.78,2.22,22.14,0,3.16,0.0
10,138.75,231.08,1.19,20.25,2,0.52,0.0
15,107.68,224.63,3.26,29.01,2,3.0,0.0
12,161.54,225.19,3.17,11.42,1,1.27,0.0
17,104.28,224.17,0.23,12.8,1,1.38,0.0
2,195.73,219.94,2.41,13.92,1,3.05,0.0
22,92.1,216.21,2.58,10.11,1,0.04,0.0
7,82.86,211.1,0.54,16.78,1,4.01,0.0
6,135.81,225.38,1.47,28.64,2,1.99,0.0
1,63.06,228.51,0.57,16.9,0,2.54,0.0
6,109.19,222.65,2.06,28.15,0,3.57,0.0
18,141.19,219.28,4.12,29.1,2,4.11,0.0
4,50.23,229.09,0.26,15.15,0,0.3,0.0
6,140.57,230.6,0.57,17.68,2,2.28,0.0
2,51.52,229.08,4.57,22.25,2,4.37,0.0
1,158.6,213.62,4.51,11.33,0,2.67,0.0
19,56.56,213.69,2.79,16.86,1,3.65,0.0
0,147.84,235.37,3.46,18.6,2,3.36,0.0
14,91.31,219.19,8.407267121004836,18.93,0,3.99,1.0
21,140.16,231.17,3.44,17.49,1,0.83,0.0
21,151.57,228.17,1.82,14.36,0,4.94,0.0
13,118.1,230.65,0.7,19.71,1,0.14,0.0
9,125.82,238.92,1.92,10.78,0,0.15,0.0
5,108.2,214.8,0.12,25.12,1,2.29,0.0
3,140.44,234.8,8.08844568470726,15.77,2,4.81,1.0
2,107.83,220.21,2.71,13.08,2,2.77,0.0
18,131.26,232.86,4.17,18.81,1,1.51,0.0
0,133.66,220.42,2.9,12.78,2,2.22,0.0
23,143.94,224.67,2.01,29.88,2,4.4,0.0
15,143.51,227.08,3.1,14.03,0,1.98,0.0
18,55.92,224.27,7.448363832811726,14.55,2,4.82,1.0
0,158.32,226.0,4.35,12.61,0,3.95,0.0
8,92.87,216.1,3.81,17.73,2,2.56,0.0
10,164.68,227.21,9.341885900866266,14.01,0,0.55,1.0
19,115.87,235.41,4.47,11.25,1,4.42,0.0
16,117.25,225.31,3.13,28.53,1,0.1,0.0
3,103.81,234.13,1.39,14.21,0,4.79,0.0
1,51.33,239.93,3.38,26.57,1,1.47,0.0
11,165.34,229.76,3.83,26.92,1,3.07,0.0
11,63.29,224.63,0.39,18.15,0,2.04,0.0
11,59.9,220.46,0.55,26.16,2,4.74,0.0
8,84.86,218.43,4.02,28.58,2,2.03,0.0
14,140.52,220.73,3.24,12.46,0,4.44,0.0
20,86.29,231.42,4.11,26.08,1,2.76,0.0
22,128.03,214.29,3.88,15.43,2,2.48,0.0
21,92.64,214.01,3.15,11.09,2,3.74,0.0
12,97.64,210.0,2.56,10.94,1,1.38,0.0
17,97.44,213.06,1.8,15.41,2,4.21,0.0
13,194.61,212.68,3.44,19.88,1,1.94,0.0
2,144.91,231.12,0.02,13.34,1,3.57,0.0
19,149.96,238.98,3.81,29.02,2,3.51,0.0
3,94.71,213.16,3.91,22.88,0,0.24,0.0
22,104.01,238.7,2.5,18.65,1,2.29,0.0
6,81.33,221.06,1.85,11.05,2,3.84,0.0
15,112.48,234.67,4.25,14.24,2,3.29,0.0
20,120.84,236.4,1.08,23.56,2,3.04,0.0
14,94.3,214.1,3.26,24.77,0,1.58,0.0
22,146.72,221.85,3.57,13.98,1,4.45,0.0
18,93.11,221.03,0.29,12.23,2,2.58,0.0
4,90.14,235.06,0.07,17.58,0,1.69,0.0
15,52.9,213.73,2.07,19.86,2,2.02,0.0
15,129.64,227.85,0.05,19.28,1,4.82,0.0
20,127.85,230.33,1.56,25.48,1,3.86,0.0
9,128.19,239.28,0.63,10.34,2,3.85,0.0
12,171.07,213.61,1.33,10.35,2,1.47,0.0
8,146.97,239.23,4.24,10.47,1,4.49,0.0
23,167.48,233.41,2.29,17.96,2,1.51,0.0
11,59.85,216.85,1.23,19.68,0,3.74,0.0
22,121.07,211.74,4.79,28.85,1,3.93,0.0
18,198.7,226.33,4.81,11.51,2,1.83,0.0
1,83.81,215.87,0.7,22.45,2,3.91,0.0
21,136.74,214.41,4.06,22.72,1,1.94,0.0
21,151.12,217.8,1.73,28.35,1,1.45,0.0
5,120.5,236.7,3.54,11.24,2,0.74,0.0
21,51.18,228.93,2.24,12.69,2,4.79,0.0
7,129.45,217.26,2.5,23.59,2,0.38,0.0
11,91.21,234.21,4.431699827929015,20.93,2,2.16,1.0
4,74.86,223.37,1.05,11.0,1,4.22,0.0
23,192.71,239.84,3.56,29.62,1,2.85,0.0
6,88.93,223.11,2.97,11.46,2,3.11,0.0
7,197.18,215.7,3.96,28.16,2,4.72,0.0
15,194.02,225.64,4.89,25.15,2,0.81,0.0
0,134.76,233.15,2.49,10.24,0,0.05,0.0
11,103.55,237.79,1.14,22.69,2,1.11,0.0
6,98.25,235.44,3.64,11.91,2,2.14,0.0
13,54.38,224.43,3.31,12.37,1,1.44,0.0
5,109.68,237.59,4.97,10.9,1,3.81,0.0
4,105.76,221.77,3.77,28.37,2,4.75,0.0
14,148.49,217.21,0.96,28.36,1,0.51,0.0
8,125.89,216.63,0.19,10.72,1,0.88,0.0
12,180.02,218.47,4.75,21.63,1,2.18,0.0
10,137.01,225.5,3.79,15.65,1,1.77,0.0
14,184.11,238.39,4.46,18.39,0,3.9,0.0
0,178.25,216.21,0.36,11.38,1,4.7,0.0
8,126.04,222.28,4.05,26.72,0,1.66,0.0
22,92.37,222.76,0.19,12.56,1,3.83,0.0
4,95.63,219.12,1.15,10.03,1,3.65,0.0
8,195.03,216.73,3.32,24.84,0,4.24,0.0
23,113.39,219.09,1.63,24.25,2,4.08,0.0
23,77.24,221.13,4.51,26.13,0,4.92,0.0
22,163.14,221.8,2.95,23.22,1,0.39,0.0
21,131.67,231.28,0.84,25.61,2,2.92,0.0
5,163.85,213.08,2.57,20.18,1,1.85,0.0
21,189.94,234.83,3.49,24.29,2,2.31,0.0
23,188.15,230.84,3.64,27.23,0,1.37,0.0
10,155.18,231.81,2.81,28.94,2,2.48,0.0
14,175.85,210.34,3.52,29.41,1,2.19,0.0
2,125.72,231.55,4.31,13.59,2,4.0,0.0
10,132.91,221.9,0.66,27.31,2,0.79,0.0
0,143.73,227.15,4.16,28.12,0,0.06,0.0
17,151.1,211.56,2.74,15.75,2,1.53,0.0
0,167.56,218.57,2.16,23.71,2,1.66,0.0
15,58.49,221.22,8.61684646091292,22.83,2,3.36,1.0
23,79.85,222.55,3.75,12.03,1,1.39,0.0
16,91.45,222.96,4.9,11.35,0,2.59,0.0
15,76.9,239.12,0.57,18.07,2,3.69,0.0
14,155.68,222.68,1.73,17.95,2,1.32,0.0
3,80.8,224.49,6.245611995099677,15.75,2,3.28,1.0
10,139.86,228.71,3.24,15.35,2,0.08,0.0
11,191.71,232.1,4.41,14.05,0,2.94,0.0
10,155.17,230.4,2.04,10.31,2,2.91,0.0
16,87.97,223.51,4.79,17.98,2,4.2,0.0
5,63.89,232.45,4.57,18.68,0,1.29,0.0
10,86.3,231.42,0.46,13.99,1,4.39,0.0
10,160.81,210.41,1.24,14.29,1,1.35,0.0
13,87.13,211.88,2.29,24.65,1,3.03,0.0
20,189.91,226.33,1.0,22.34,0,3.71,0.0
8,160.69,225.64,0.34,17.42,0,4.6,0.0
0,168.11,223.63,3.15,14.97,1,3.53,0.0
11,114.14,223.28,3.25,28.73,0,0.32,0.0
12,173.71,218.77,5.727893727890391,10.44,0,1.51,1.0
22,58.43,224.73,4.64,12.11,2,3.82,0.0
15,111.45,229.66,1.3,13.19,2,0.8,0.0
6,60.57,215.57,3.32,27.63,0,4.07,0.0
18,152.77,213.31,1.45,16.2,1,1.25,0.0
14,96.17,237.41,4.76,16.53,2,1.77,0.0
13,125.47,215.82,4.29,23.54,1,4.19,0.0
7,178.81,232.45,2.2,22.21,0,0.8,0.0
17,151.05,215.38,3.47,14.59,1,0.59,0.0
11,74.79,210.06,3.59,24.65,1,2.57,0.0
21,74.2,212.51,0.1,13.31,0,4.45,0.0
13,86.23,220.63,0.53,14.45,1,2.6,0.0
22,141.16,217.36,2.948661769689406,17.82,2,1.17,1.0
1,193.98,228.49,2.78,18.32,1,2.14,0.0
17,131.14,230.89,3.51,13.43,1,2.5,0.0
2,60.36,224.23,2.8,22.57,2,3.44,0.0
2,87.99,210.3,3.62,20.71,2,4.18,0.0
5,173.21,235.3,2.43,16.67,2,3.96,0.0
3,117.69,215.5,4.27,27.65,1,2.33,0.0
10,61.35,221.63,4.02,28.04,2,1.02,0.0
15,60.05,236.32,1.95,20.84,0,4.84,0.0
22,199.58,226.77,1.61,14.4,0,1.75,0.0
4,105.88,212.06,1.85,19.28,1,3.61,0.0
6,148.51,231.26,0.04,14.35,1,3.31,0.0
5,122.6,210.16,4.02,25.46,0,2.74,0.0
11,59.97,233.0,2.92,25.64,0,3.76,0.0
10,170.45,225.54,0.7,23.42,2,3.1,0.0
12,161.34,215.1,0.97,27.81,1,3.75,0.0
15,186.23,232.76,2.99,23.08,0,4.45,0.0
11,136.82,228.97,0.78,19.48,0,3.58,0.0
3,90.64,216.07,1.57,14.83,2,1.07,0.0
23,113.73,237.24,2.54,13.76,2,0.38,0.0
16,154.42,221.48,4.11,23.19,0,3.98,0.0
16,90.79,230.77,1.32,28.78,0,3.18,0.0
5,98.68,218.09,0.95,23.89,0,1.09,0.0
21,139.3,217.94,3.31,26.3,1,3.89,0.0
13,164.13,215.63,0.44,23.98,1,1.84,0.0
12,114.85,210.93,1.3,10.67,1,4.4,0.0
7,86.51,226.72,0.19,23.34,0,1.62,0.0
4,176.73,217.47,2.88,11.35,0,0.47,0.0
11,199.83,219.8,3.74,26.13,2,4.29,0.0
21,199.64,217.24,0.2,18.22,0,0.65,0.0
20,53.36,220.81,3.92,21.32,2,1.56,0.0
19,148.15,216.96,4.35690787350288,25.29,0,3.12,1.0
13,55.84,235.11,3.1,21.27,0,3.12,0.0
4,156.11,221.68,1.14,21.94,1,4.64,0.0
18,189.37,220.26,2.64,14.23,1,4.98,0.0
21,197.17,229.49,4.02,24.3,1,2.97,0.0
17,75.1,225.01,3.45,23.94,1,3.24,0.0
8,118.28,230.03,4.19,13.39,0,0.1,0.0
19,166.87,228.29,3.5,26.76,1,4.01,0.0
