timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
14:48:30,96.76,217.45,3.72,10.67,0,2.85,0
15:45:49,69.12,221.92,3.99,13.0,2,1.15,0
02:44:10,158.34,231.6,3.21,23.88,2,2.71,0
03:28:33,87.77,220.37,0.91,28.17,2,2.92,0
05:41:14,141.72,210.54,4.36,28.64,2,2.83,0
08:04:31,154.5,237.67,3.54,13.05,0,2.88,0
15:12:23,141.01,222.72,3.68,28.69,2,4.63,0
14:29:52,117.63,213.4,4.92,26.78,1,0.62,0
05:53:24,100.28,234.09,0.02,16.67,2,1.99,0
14:03:08,130.61,237.6,1.73,16.94,2,3.69,0
16:53:41,117.83,216.74,2.26,12.82,2,0.88,0
14:29:44,51.96,229.91,0.89,29.22,2,0.74,0
13:44:38,112.19,212.56,4.98,20.04,1,2.98,0
12:29:13,60.06,232.5,1.05,27.96,1,1.03,0
04:21:39,117.99,225.73,2.2,18.02,2,2.8,0
04:10:51,73.29,215.46,4.31,28.92,0,1.87,0
17:06:53,90.61,229.32,2.04,10.51,0,0.78,0
12:35:30,52.96,213.12,4.0,13.57,2,3.26,0
06:48:29,85.73,212.98,1.22,24.45,1,4.28,0
03:40:53,113.21,236.78,4.09,16.84,0,1.3,0
23:44:50,106.95,227.71,1.34,22.48,0,2.05,0
06:22:04,132.81,223.08,1.47,28.97,2,3.82,0
11:23:54,71.02,236.05,2.44,27.89,0,4.0,0
06:30:28,70.9,235.05,4.92,20.51,2,0.86,0
07:26:25,90.85,210.55,4.57,12.36,1,2.88,0
08:07:09,91.11,226.63,3.26,26.59,2,1.03,0
04:29:55,51.65,214.11,4.5,27.48,2,2.99,0
19:27:33,140.08,229.95,0.88,28.29,2,2.09,0
18:57:15,107.47,225.57,0.23,13.33,1,3.69,0
02:50:56,169.91,230.84,1.36,21.8,1,1.8,0
06:11:13,131.29,236.19,3.66,26.13,2,3.29,0
14:03:03,153.84,235.48,1.25,19.79,2,1.11,0
06:42:05,135.19,237.46,0.17,23.95,1,1.49,0
07:17:08,188.66,239.13,4.72,19.48,2,4.31,0
16:12:29,176.68,219.57,4.14,10.74,0,2.98,0
23:56:29,84.5,213.62,0.38,23.93,1,1.7,0
00:24:42,158.72,211.96,1.58,20.79,1,3.95,0
23:13:32,97.81,228.78,4.43,22.32,1,1.16,0
10:04:50,53.66,236.1,0.11,27.49,1,2.64,0
15:51:18,190.86,233.96,8.195792740827727,17.01,2,3.84,1
04:30:52,121.98,228.83,7.623300346502001,29.68,2,3.84,1
03:08:52,94.45,217.01,0.21,10.36,0,4.94,0
17:16:08,63.41,222.53,4.4,28.89,1,2.34,0
15:34:38,142.01,215.01,4.96,14.63,0,4.71,0
02:47:37,77.97,233.39,1.75,11.16,0,4.85,0
00:50:50,182.57,237.83,4.97,13.48,0,1.98,0
10:11:12,130.55,227.79,2.9,11.83,2,4.39,0
07:19:45,148.29,226.53,0.43,18.17,2,1.86,0
23:34:28,88.96,231.7,2.48,11.62,0,1.1,0
03:39:08,173.7,220.43,3.39,21.31,2,1.34,0
18:06:51,181.79,233.92,3.29,27.01,1,4.34,0
00:34:03,156.25,235.11,3.49,23.6,0,3.09,0
02:57:15,69.33,220.05,3.72,13.22,2,4.09,0
00:18:53,174.82,225.22,0.03,15.74,2,3.08,0
20:10:25,197.18,228.95,1.3,22.68,2,2.7,0
21:58:15,166.98,213.21,3.81,20.83,0,4.81,0
12:30:18,101.28,228.98,4.66,12.05,0,4.69,0
20:04:57,101.88,228.63,0.23,27.43,1,4.87,0
03:02:03,195.33,232.49,0.65,25.17,0,0.12,0
14:42:09,53.32,219.71,2.44,25.41,1,3.42,0
03:27:28,116.89,218.21,4.99,18.52,2,2.26,0
12:56:15,74.54,233.84,3.47,14.42,1,0.41,0
02:15:49,152.07,229.64,1.37,29.02,1,0.76,0
10:56:45,197.6,222.28,4.47,14.6,1,1.07,0
11:58:04,54.67,229.55,1.84,27.29,1,2.37,0
20:20:11,164.15,228.79,0.66,10.65,1,4.6,0
21:10:36,142.5,233.9,2.41,12.35,2,0.63,0
07:00:35,152.83,222.91,4.745914205743196,19.83,0,0.32,1
05:58:14,90.35,233.93,1.55,19.1,0,0.06,0
17:52:32,60.87,221.77,2.4,22.0,2,1.46,0
04:56:44,154.25,235.8,3.9,10.79,1,2.4,0
14:47:11,65.74,217.26,4.93,12.85,1,2.49,0
22:02:49,63.18,220.52,0.17,11.57,2,1.98,0
19:06:26,69.91,227.03,3.45,26.01,2,1.0,0
05:58:58,75.12,213.14,3.18,24.13,2,0.16,0
15:06:42,190.43,211.56,2.71,24.18,2,4.35,0
13:07:12,132.14,234.52,2.26,22.87,0,2.63,0
01:03:28,82.88,239.28,1.68,13.64,1,3.95,0
05:39:04,148.81,224.95,2.78,24.38,2,1.14,0
09:20:17,54.6,217.73,2.31,27.37,0,3.64,0
03:50:19,161.41,222.76,3.850327574237448,17.42,2,4.94,1
10:54:39,180.05,227.36,2.19,24.51,2,2.43,0
10:14:04,81.6,228.69,3.16,24.66,1,0.66,0
07:36:34,157.37,237.27,0.9,14.75,0,4.86,0
23:24:36,127.22,220.78,2.96,13.27,0,1.96,0
23:57:08,195.47,223.61,1.18,11.47,0,0.85,0
00:02:54,127.97,220.11,4.14,18.62,2,1.24,0
11:17:24,142.57,231.2,0.84,13.35,2,0.18,0
15:33:23,160.46,229.91,2.37,26.88,2,4.03,0
12:59:01,129.68,238.1,0.2,12.44,1,2.26,0
09:23:13,190.08,219.48,2.54,10.83,2,0.74,0
12:55:26,197.99,238.95,0.02,29.04,0,3.2,0
17:24:16,64.09,230.18,2.22,27.36,2,0.89,0
17:49:40,82.35,229.77,1.97,23.02,2,0.53,0
04:56:38,148.68,239.98,0.24,29.54,0,2.03,0
11:41:21,180.61,233.47,2.84,24.77,0,4.39,0
19:00:30,110.62,219.81,3.34,26.16,1,3.81,0
20:47:30,98.69,220.99,1.98,23.91,2,1.94,0
13:12:24,117.3,217.13,1.87,14.55,0,0.37,0
02:20:07,140.52,230.05,3.1,19.27,2,1.9,0
17:31:06,179.5,225.57,2.4,10.51,2,1.71,0
00:12:30,107.03,221.96,2.9,20.67,0,3.04,0
10:01:19,164.73,234.39,3.59,29.11,1,0.09,0
11:01:08,79.37,210.23,8.02110363438892,27.96,2,1.22,1
20:54:58,59.04,238.03,1.76,12.03,2,2.43,0
01:21:41,88.52,218.55,1.54,26.06,2,2.7,0
19:00:40,96.7,228.31,3.58,15.45,0,2.07,0
00:53:45,68.28,215.43,3.41,13.63,1,2.63,0
12:37:20,170.9,226.51,0.22,22.66,1,4.76,0
12:48:51,140.24,234.58,4.42,14.56,1,1.06,0
20:48:37,167.08,218.24,4.11,18.47,2,3.34,0
07:43:34,64.33,228.72,2.26,21.73,1,0.84,0
15:16:19,160.53,235.88,1.08,11.91,0,0.12,0
03:30:44,146.3,228.21,2.73,14.64,1,1.95,0
00:40:06,139.17,224.9,4.94,12.73,1,3.48,0
08:52:43,110.65,222.85,3.59,23.85,0,4.96,0
17:20:19,69.26,213.12,3.62,21.57,1,1.37,0
20:23:45,61.91,212.57,4.47,13.84,2,1.62,0
18:33:40,84.0,220.65,0.35,20.38,1,0.34,0
06:32:12,98.65,219.99,3.35,29.88,1,3.31,0
11:05:42,76.3,230.7,1.0,20.72,0,0.48,0
16:24:04,117.56,232.68,6.521533458438358,23.3,2,3.98,1
06:21:42,85.2,221.98,0.76,29.85,0,4.64,0
14:51:49,130.99,235.26,2.6,22.47,2,0.45,0
08:39:02,95.47,217.89,1.8,11.75,1,4.68,0
15:44:12,133.07,219.17,1.98,18.94,1,3.0,0
23:16:50,127.35,237.58,2.48,29.84,0,4.26,0
09:08:54,81.28,237.92,0.58,26.35,2,1.9,0
03:32:37,110.45,215.21,3.47,16.92,1,4.88,0
04:27:29,146.15,234.67,0.66,27.24,1,4.61,0
07:05:37,71.96,221.03,0.34,10.52,1,0.68,0
10:07:24,194.47,226.49,4.83,18.65,2,1.56,0
02:33:53,125.92,223.19,0.53,22.82,2,1.08,0
11:51:09,142.94,229.51,0.76,11.23,1,3.9,0
17:16:30,118.97,211.74,4.97,11.16,0,3.48,0
17:49:44,197.55,217.18,0.71,12.43,2,1.52,0
10:37:09,65.16,230.76,4.751910808518056,20.19,0,4.98,1
21:12:00,142.28,219.19,3.12,20.54,1,2.13,0
18:01:41,69.61,236.6,2.25,13.89,2,1.84,0
22:24:53,122.2,210.58,1.3,25.21,0,0.69,0
23:57:04,130.3,216.46,0.06,14.82,0,4.88,0
10:52:42,170.23,238.79,2.44,12.19,0,2.74,0
05:16:39,118.16,235.33,0.49,19.76,2,0.75,0
01:26:59,98.7,232.12,2.38,17.52,1,1.97,0
22:11:28,118.92,233.55,4.46,29.11,1,3.93,0
21:28:02,185.26,223.84,3.19,23.19,2,4.48,0
23:29:45,145.5,228.42,0.33,20.37,2,0.75,0
22:08:16,160.62,225.37,3.4,10.83,1,0.42,0
15:40:52,102.99,218.9,1.75,25.49,1,3.31,0
00:22:01,77.78,215.22,0.49,23.21,0,3.82,0
05:33:23,89.76,210.63,0.41,29.36,2,1.48,0
05:48:28,166.2,229.32,2.65,10.84,0,4.84,0
19:04:08,169.81,218.78,4.9,22.04,1,2.91,0
04:48:48,86.1,213.65,0.99,27.74,1,3.23,0
12:41:46,92.89,234.48,4.31,26.93,1,4.59,0
13:57:13,87.84,232.65,2.3,26.84,0,3.64,0
11:43:25,56.48,214.94,0.66,24.52,1,4.09,0
02:11:17,164.17,214.8,2.31,10.19,1,1.23,0
07:58:41,158.97,239.75,0.5,18.03,0,4.0,0
12:29:30,80.37,238.74,1.84,16.54,2,0.74,0
03:28:42,95.84,236.3,4.98,17.37,2,2.24,0
06:23:24,158.31,236.59,2.97,17.83,2,2.06,0
15:33:54,154.34,210.1,3.1,17.11,2,3.97,0
10:37:16,63.95,227.65,2.4,22.85,1,0.32,0
08:51:31,137.0,226.84,2.8,22.07,2,3.38,0
10:29:27,100.14,233.55,3.54,25.77,2,2.59,0
10:01:45,116.03,214.42,1.64,18.68,0,0.44,0
20:19:58,83.09,227.95,3.68,29.97,2,4.67,0
23:27:47,146.38,222.64,6.409714669088865,25.71,2,0.59,1
00:50:48,175.97,221.51,2.86,21.76,0,0.92,0
21:14:34,104.34,220.04,0.13,10.48,2,4.16,0
23:32:35,90.96,225.54,1.49,28.81,0,1.3,0
09:12:17,114.45,236.18,4.21,13.72,1,4.01,0
18:18:56,118.73,224.49,0.67,11.61,1,3.64,0
19:08:05,124.47,223.11,3.65,25.31,1,0.79,0
14:55:03,141.53,214.06,3.76,23.14,2,4.78,0
07:59:26,60.34,211.71,1.41,15.23,0,1.23,0
05:50:27,185.94,217.49,1.36,25.19,0,2.25,0
14:52:52,166.51,211.96,2.44,10.67,2,0.31,0
08:08:36,185.97,214.18,2.66,18.22,2,1.74,0
01:41:24,184.98,210.65,8.130467386099275,29.27,2,2.8,1
14:54:46,57.84,222.56,1.3,24.62,1,4.91,0
02:40:13,88.48,229.63,0.99,21.31,1,2.32,0
09:29:05,195.8,228.26,1.75,12.28,2,0.76,0
09:39:57,179.02,231.68,0.34,24.16,2,2.72,0
22:22:41,62.26,223.75,2.42,13.32,0,4.73,0
18:23:37,177.5,230.07,2.31,18.24,1,3.25,0
08:36:59,131.81,211.87,2.56,26.13,2,2.3,0
06:48:58,57.79,233.59,1.01,15.17,0,0.82,0
18:17:51,180.59,217.16,2.26,29.7,0,3.86,0
02:04:40,54.08,211.96,2.32,28.18,2,2.69,0
11:42:04,124.67,213.16,3.28,26.44,2,1.9,0
10:56:54,136.64,229.04,3.99,17.92,1,4.58,0
16:36:32,129.95,214.74,8.051537770996259,25.87,2,1.58,1
04:37:47,185.92,218.31,4.92,12.81,1,1.01,0
10:47:22,62.52,236.47,4.02,20.1,2,4.84,0
08:30:21,183.54,212.38,3.66,13.75,2,4.29,0
14:23:49,117.55,232.46,3.26,22.42,0,1.76,0
04:42:52,81.9,211.0,1.52,23.06,0,4.69,0
02:13:40,132.0,221.41,4.88,12.21,1,2.11,0
08:27:25,56.3,232.2,4.59,15.6,1,4.29,0
21:12:40,93.83,237.32,3.77,26.1,0,0.09,0
22:10:46,194.42,231.8,1.52,26.59,2,1.41,0
21:15:56,180.91,213.38,3.52,20.81,2,0.48,0
14:56:01,86.28,210.37,2.34,16.03,1,2.99,0
06:18:02,150.17,227.8,4.46,13.71,0,0.39,0
11:03:38,128.22,211.91,4.16,21.98,2,0.57,0
13:44:42,64.08,237.29,3.35,26.59,1,4.39,0
01:44:54,140.29,236.78,2.22,22.14,0,3.16,0
10:24:59,138.75,231.08,1.19,20.25,2,0.52,0
15:15:07,107.68,224.63,3.26,29.01,2,3.0,0
12:09:36,161.54,225.19,3.17,11.42,1,1.27,0
17:42:52,104.28,224.17,0.23,12.8,1,1.38,0
02:54:58,195.73,219.94,2.41,13.92,1,3.05,0
22:15:51,92.1,216.21,2.58,10.11,1,0.04,0
07:15:16,82.86,211.1,0.54,16.78,1,4.01,0
06:41:52,135.81,225.38,1.47,28.64,2,1.99,0
01:43:40,63.06,228.51,0.57,16.9,0,2.54,0
06:14:17,109.19,222.65,2.06,28.15,0,3.57,0
18:15:02,141.19,219.28,4.12,29.1,2,4.11,0
04:58:34,50.23,229.09,0.26,15.15,0,0.3,0
06:36:39,140.57,230.6,0.57,17.68,2,2.28,0
02:11:23,51.52,229.08,4.57,22.25,2,4.37,0
01:10:26,158.6,213.62,4.51,11.33,0,2.67,0
19:57:19,56.56,213.69,2.79,16.86,1,3.65,0
00:59:22,147.84,235.37,3.46,18.6,2,3.36,0
14:23:25,91.31,219.19,8.407267121004836,18.93,0,3.99,1
21:37:38,140.16,231.17,3.44,17.49,1,0.83,0
21:44:41,151.57,228.17,1.82,14.36,0,4.94,0
13:11:01,118.1,230.65,0.7,19.71,1,0.14,0
09:22:51,125.82,238.92,1.92,10.78,0,0.15,0
05:45:42,108.2,214.8,0.12,25.12,1,2.29,0
03:09:59,140.44,234.8,8.08844568470726,15.77,2,4.81,1
02:06:44,107.83,220.21,2.71,13.08,2,2.77,0
18:21:30,131.26,232.86,4.17,18.81,1,1.51,0
00:02:54,133.66,220.42,2.9,12.78,2,2.22,0
23:44:45,143.94,224.67,2.01,29.88,2,4.4,0
15:19:13,143.51,227.08,3.1,14.03,0,1.98,0
18:06:48,55.92,224.27,7.448363832811726,14.55,2,4.82,1
00:50:36,158.32,226.0,4.35,12.61,0,3.95,0
08:47:14,92.87,216.1,3.81,17.73,2,2.56,0
10:17:08,164.68,227.21,9.341885900866266,14.01,0,0.55,1
19:26:51,115.87,235.41,4.47,11.25,1,4.42,0
16:28:20,117.25,225.31,3.13,28.53,1,0.1,0
03:03:31,103.81,234.13,1.39,14.21,0,4.79,0
01:20:42,51.33,239.93,3.38,26.57,1,1.47,0
11:52:26,165.34,229.76,3.83,26.92,1,3.07,0
11:41:05,63.29,224.63,0.39,18.15,0,2.04,0
11:58:06,59.9,220.46,0.55,26.16,2,4.74,0
08:29:12,84.86,218.43,4.02,28.58,2,2.03,0
14:42:23,140.52,220.73,3.24,12.46,0,4.44,0
20:54:24,86.29,231.42,4.11,26.08,1,2.76,0
22:23:43,128.03,214.29,3.88,15.43,2,2.48,0
21:44:31,92.64,214.01,3.15,11.09,2,3.74,0
12:57:53,97.64,210.0,2.56,10.94,1,1.38,0
17:40:40,97.44,213.06,1.8,15.41,2,4.21,0
13:12:39,194.61,212.68,3.44,19.88,1,1.94,0
02:15:13,144.91,231.12,0.02,13.34,1,3.57,0
19:11:05,149.96,238.98,3.81,29.02,2,3.51,0
03:54:43,94.71,213.16,3.91,22.88,0,0.24,0
22:12:52,104.01,238.7,2.5,18.65,1,2.29,0
06:36:10,81.33,221.06,1.85,11.05,2,3.84,0
15:49:18,112.48,234.67,4.25,14.24,2,3.29,0
20:50:47,120.84,236.4,1.08,23.56,2,3.04,0
14:07:37,94.3,214.1,3.26,24.77,0,1.58,0
22:45:30,146.72,221.85,3.57,13.98,1,4.45,0
18:00:16,93.11,221.03,0.29,12.23,2,2.58,0
04:49:51,90.14,235.06,0.07,17.58,0,1.69,0
15:42:28,52.9,213.73,2.07,19.86,2,2.02,0
15:37:18,129.64,227.85,0.05,19.28,1,4.82,0
20:45:33,127.85,230.33,1.56,25.48,1,3.86,0
09:48:37,128.19,239.28,0.63,10.34,2,3.85,0
12:07:41,171.07,213.61,1.33,10.35,2,1.47,0
08:26:30,146.97,239.23,4.24,10.47,1,4.49,0
23:37:14,167.48,233.41,2.29,17.96,2,1.51,0
11:09:33,59.85,216.85,1.23,19.68,0,3.74,0
22:12:28,121.07,211.74,4.79,28.85,1,3.93,0
18:52:23,198.7,226.33,4.81,11.51,2,1.83,0
01:54:59,83.81,215.87,0.7,22.45,2,3.91,0
21:38:18,136.74,214.41,4.06,22.72,1,1.94,0
21:47:30,151.12,217.8,1.73,28.35,1,1.45,0
05:56:15,120.5,236.7,3.54,11.24,2,0.74,0
21:52:44,51.18,228.93,2.24,12.69,2,4.79,0
07:02:41,129.45,217.26,2.5,23.59,2,0.38,0
11:27:22,91.21,234.21,4.431699827929015,20.93,2,2.16,1
04:25:13,74.86,223.37,1.05,11.0,1,4.22,0
23:13:50,192.71,239.84,3.56,29.62,1,2.85,0
06:42:00,88.93,223.11,2.97,11.46,2,3.11,0
07:52:51,197.18,215.7,3.96,28.16,2,4.72,0
15:49:55,194.02,225.64,4.89,25.15,2,0.81,0
00:15:13,134.76,233.15,2.49,10.24,0,0.05,0
11:09:09,103.55,237.79,1.14,22.69,2,1.11,0
06:56:12,98.25,235.44,3.64,11.91,2,2.14,0
13:28:47,54.38,224.43,3.31,12.37,1,1.44,0
05:56:30,109.68,237.59,4.97,10.9,1,3.81,0
04:47:38,105.76,221.77,3.77,28.37,2,4.75,0
14:51:37,148.49,217.21,0.96,28.36,1,0.51,0
08:21:42,125.89,216.63,0.19,10.72,1,0.88,0
12:41:38,180.02,218.47,4.75,21.63,1,2.18,0
10:18:10,137.01,225.5,3.79,15.65,1,1.77,0
14:12:06,184.11,238.39,4.46,18.39,0,3.9,0
00:13:18,178.25,216.21,0.36,11.38,1,4.7,0
08:41:39,126.04,222.28,4.05,26.72,0,1.66,0
22:35:57,92.37,222.76,0.19,12.56,1,3.83,0
04:13:33,95.63,219.12,1.15,10.03,1,3.65,0
08:37:37,195.03,216.73,3.32,24.84,0,4.24,0
23:13:07,113.39,219.09,1.63,24.25,2,4.08,0
23:19:44,77.24,221.13,4.51,26.13,0,4.92,0
22:43:37,163.14,221.8,2.95,23.22,1,0.39,0
21:41:23,131.67,231.28,0.84,25.61,2,2.92,0
05:56:18,163.85,213.08,2.57,20.18,1,1.85,0
21:38:29,189.94,234.83,3.49,24.29,2,2.31,0
23:27:41,188.15,230.84,3.64,27.23,0,1.37,0
10:19:10,155.18,231.81,2.81,28.94,2,2.48,0
14:25:02,175.85,210.34,3.52,29.41,1,2.19,0
02:44:45,125.72,231.55,4.31,13.59,2,4.0,0
10:14:49,132.91,221.9,0.66,27.31,2,0.79,0
00:29:01,143.73,227.15,4.16,28.12,0,0.06,0
17:53:31,151.1,211.56,2.74,15.75,2,1.53,0
00:38:12,167.56,218.57,2.16,23.71,2,1.66,0
15:17:33,58.49,221.22,8.61684646091292,22.83,2,3.36,1
23:25:49,79.85,222.55,3.75,12.03,1,1.39,0
16:21:22,91.45,222.96,4.9,11.35,0,2.59,0
15:30:19,76.9,239.12,0.57,18.07,2,3.69,0
14:54:50,155.68,222.68,1.73,17.95,2,1.32,0
03:17:53,80.8,224.49,6.245611995099677,15.75,2,3.28,1
10:35:57,139.86,228.71,3.24,15.35,2,0.08,0
11:11:36,191.71,232.1,4.41,14.05,0,2.94,0
10:07:00,155.17,230.4,2.04,10.31,2,2.91,0
16:08:07,87.97,223.51,4.79,17.98,2,4.2,0
05:58:15,63.89,232.45,4.57,18.68,0,1.29,0
10:36:54,86.3,231.42,0.46,13.99,1,4.39,0
10:37:32,160.81,210.41,1.24,14.29,1,1.35,0
13:15:45,87.13,211.88,2.29,24.65,1,3.03,0
20:37:25,189.91,226.33,1.0,22.34,0,3.71,0
08:46:34,160.69,225.64,0.34,17.42,0,4.6,0
00:44:54,168.11,223.63,3.15,14.97,1,3.53,0
11:41:22,114.14,223.28,3.25,28.73,0,0.32,0
12:39:19,173.71,218.77,5.727893727890391,10.44,0,1.51,1
22:05:27,58.43,224.73,4.64,12.11,2,3.82,0
15:02:29,111.45,229.66,1.3,13.19,2,0.8,0
06:36:57,60.57,215.57,3.32,27.63,0,4.07,0
18:09:13,152.77,213.31,1.45,16.2,1,1.25,0
14:10:16,96.17,237.41,4.76,16.53,2,1.77,0
13:21:13,125.47,215.82,4.29,23.54,1,4.19,0
07:06:11,178.81,232.45,2.2,22.21,0,0.8,0
17:19:01,151.05,215.38,3.47,14.59,1,0.59,0
11:24:57,74.79,210.06,3.59,24.65,1,2.57,0
21:20:19,74.2,212.51,0.1,13.31,0,4.45,0
13:56:46,86.23,220.63,0.53,14.45,1,2.6,0
22:32:57,141.16,217.36,2.948661769689406,17.82,2,1.17,1
01:44:08,193.98,228.49,2.78,18.32,1,2.14,0
17:36:43,131.14,230.89,3.51,13.43,1,2.5,0
02:16:08,60.36,224.23,2.8,22.57,2,3.44,0
02:46:26,87.99,210.3,3.62,20.71,2,4.18,0
05:16:33,173.21,235.3,2.43,16.67,2,3.96,0
